"BehaviorSpace results (NetLogo 7.0.4)","Lists version 2.0"
"JQIE.nlogox"
"Sat-add-sweep"
"08/09/2026 22:30:03:956 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","220","0","160"
"[reporter]","[run number]","use-r-seed?","sim-duration","display-ticks","average-employee?","sat-add","advance-notice?","minimum-hours?","schedule-swaps?","better-pay?","[step]","[0]","[1]","[2]","[3]","[4]","[5]","[6]","[7]","[8]","[9]","[10]","[11]","[12]","[13]","[14]","[15]","[16]","[17]","[18]","[19]","[20]","[21]","[22]","[23]","[24]","[25]","[26]","[27]","[28]","[29]","[30]","[31]","[32]","[33]","[34]","[35]","[36]","[37]","[38]","[39]","[40]","[41]","[42]","[43]","[44]","[45]","[46]","[47]"
"KPI-EPI-lists company 1","128","false","365","30","true","0.05","false","false","false","true","366","name","Fashion2","total-customer-visits","26749","total-customers-helped","19686","total-sales-closed","8766","total-employee-revenues","1376192","ATS-for-employee-sales","156.99201460187086","total-non-employee-revenues","81562","ATS-for-non-employee-sales","83.2265306122449","total-gross-revenues","1457754","total-labor-costs","138088.34999999995","cogs","721190","total-profits","736564.0500000005","gross-margin","50.5","EPIs:","","total-earnings","27617.670000000002","total-hours-scheduled","1850.3199999999993","total-hours-worked","1841.1779999999994","total-idle-time","17983.2","total-misc-task-time","34613","total-productivity","47657.8","total-rest-time","14282.4","total-revenues","275238.4","total-tardy-time","1777.4","total-sales-closed","1753.2"
"KPI-EPI-lists company 0","129","false","365","30","true","0.05","false","false","false","true","366","name","Fashion1","total-customer-visits","26885","total-customers-helped","22489","total-sales-closed","10221","total-employee-revenues","1649875","ATS-for-employee-sales","161.42011544858624","total-non-employee-revenues","47086","ATS-for-non-employee-sales","82.31818181818181","total-gross-revenues","1696961","total-labor-costs","163236.9000000001","cogs","842021","total-profits","854939.7000000005","gross-margin","50.4","EPIs:","","total-earnings","32647.380000000005","total-hours-scheduled","2184.3399999999992","total-hours-worked","2176.4919999999993","total-idle-time","23783","total-misc-task-time","47409.4","total-productivity","48337.2","total-rest-time","16751.6","total-revenues","329975","total-tardy-time","1103.4","total-sales-closed","2044.2"
"KPI-EPI-lists company 1","129","false","365","30","true","0.05","false","false","false","true","366","name","Fashion2","total-customer-visits","26879","total-customers-helped","19787","total-sales-closed","8826","total-employee-revenues","1389739","ATS-for-employee-sales","157.45966462723771","total-non-employee-revenues","85818","ATS-for-non-employee-sales","82.67630057803468","total-gross-revenues","1475557","total-labor-costs","135287.84999999992","cogs","725511","total-profits","750046.3499999999","gross-margin","50.8","EPIs:","","total-earnings","27057.57","total-hours-scheduled","1812.0399999999997","total-hours-worked","1803.8379999999997","total-idle-time","17451","total-misc-task-time","33808.2","total-productivity","46979","total-rest-time","13969.2","total-revenues","277947.8","total-tardy-time","1541","total-sales-closed","1765.2"
"KPI-EPI-lists company 0","130","false","365","30","true","0.05","false","false","false","true","366","name","Fashion1","total-customer-visits","26749","total-customers-helped","22877","total-sales-closed","10470","total-employee-revenues","1707359","ATS-for-employee-sales","163.07153772683859","total-non-employee-revenues","47385","ATS-for-non-employee-sales","83.86725663716814","total-gross-revenues","1754744","total-labor-costs","164700.29999999993","cogs","866598","total-profits","888146.1000000001","gross-margin","50.6","EPIs:","","total-earnings","32940.06","total-hours-scheduled","2202.0000000000005","total-hours-worked","2196.004","total-idle-time","24043","total-misc-task-time","49381","total-productivity","47085.4","total-rest-time","17198.8","total-revenues","341471.8","total-tardy-time","912.2","total-sales-closed","2094"
"KPI-EPI-lists company 1","130","false","365","30","true","0.05","false","false","false","true","366","name","Fashion2","total-customer-visits","26934","total-customers-helped","20184","total-sales-closed","9050","total-employee-revenues","1426381","ATS-for-employee-sales","157.61116022099446","total-non-employee-revenues","77920","ATS-for-non-employee-sales","82.54237288135593","total-gross-revenues","1504301","total-labor-costs","136483.35","cogs","738204","total-profits","766097.2499999999","gross-margin","50.9","EPIs:","","total-earnings","27296.670000000002","total-hours-scheduled","1828.6","total-hours-worked","1819.7780000000002","total-idle-time","17649.6","total-misc-task-time","34001.6","total-productivity","47502.4","total-rest-time","14107.2","total-revenues","285276.2","total-tardy-time","1543.2","total-sales-closed","1810"
"KPI-EPI-lists company 0","131","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","26690","total-customers-helped","22405","total-sales-closed","10067","total-employee-revenues","1620513","ATS-for-employee-sales","160.97278235820005","total-non-employee-revenues","48345","ATS-for-non-employee-sales","81.38888888888889","total-gross-revenues","1668858","total-labor-costs","164189.40000000002","cogs","831733","total-profits","837125.3999999997","gross-margin","50.2","EPIs:","","total-earnings","32837.880000000005","total-hours-scheduled","2196.9799999999996","total-hours-worked","2189.192","total-idle-time","23897","total-misc-task-time","48170.6","total-productivity","48179","total-rest-time","16875.4","total-revenues","324102.6","total-tardy-time","1077.8","total-sales-closed","2013.4"
"KPI-EPI-lists company 1","131","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","27194","total-customers-helped","18717","total-sales-closed","8360","total-employee-revenues","1285586","ATS-for-employee-sales","153.77822966507176","total-non-employee-revenues","93523","ATS-for-non-employee-sales","82.03771929824562","total-gross-revenues","1379109","total-labor-costs","134853.29999999993","cogs","686497","total-profits","692612.1000000002","gross-margin","50.2","EPIs:","","total-earnings","26970.660000000003","total-hours-scheduled","1810.8200000000004","total-hours-worked","1798.0440000000006","total-idle-time","17557.4","total-misc-task-time","31232","total-productivity","48900.4","total-rest-time","13961","total-revenues","257117.2","total-tardy-time","2397.8","total-sales-closed","1672"
"KPI-EPI-lists company 0","132","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","26586","total-customers-helped","22415","total-sales-closed","10052","total-employee-revenues","1626584","ATS-for-employee-sales","161.81695185037805","total-non-employee-revenues","45040","ATS-for-non-employee-sales","82.4908424908425","total-gross-revenues","1671624","total-labor-costs","164816.1","cogs","833466","total-profits","838158.3000000002","gross-margin","50.1","EPIs:","","total-earnings","32963.22000000001","total-hours-scheduled","2204.299999999999","total-hours-worked","2197.547999999999","total-idle-time","24231","total-misc-task-time","48989","total-productivity","47589.6","total-rest-time","16970.2","total-revenues","325316.8","total-tardy-time","1085","total-sales-closed","2010.4"
"KPI-EPI-lists company 1","132","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","26839","total-customers-helped","18714","total-sales-closed","8468","total-employee-revenues","1302736","ATS-for-employee-sales","153.84222957014643","total-non-employee-revenues","88068","ATS-for-non-employee-sales","81.69573283858998","total-gross-revenues","1390804","total-labor-costs","136202.99999999997","cogs","692525","total-profits","698279.4","gross-margin","50.2","EPIs:","","total-earnings","27240.6","total-hours-scheduled","1829.0400000000009","total-hours-worked","1816.0400000000009","total-idle-time","17604.6","total-misc-task-time","32207.8","total-productivity","48837.2","total-rest-time","14085.6","total-revenues","260547.2","total-tardy-time","2499","total-sales-closed","1693.6"
"KPI-EPI-lists company 0","133","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","26838","total-customers-helped","22107","total-sales-closed","9972","total-employee-revenues","1597230","ATS-for-employee-sales","160.17148014440434","total-non-employee-revenues","57094","ATS-for-non-employee-sales","82.0316091954023","total-gross-revenues","1654324","total-labor-costs","162629.54999999996","cogs","824359","total-profits","829964.8499999996","gross-margin","50.2","EPIs:","","total-earnings","32525.910000000003","total-hours-scheduled","2177.3199999999997","total-hours-worked","2168.394","total-idle-time","23119.6","total-misc-task-time","46156","total-productivity","49624.4","total-rest-time","16458.2","total-revenues","319446","total-tardy-time","1408.6","total-sales-closed","1994.4"
"KPI-EPI-lists company 1","133","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","27098","total-customers-helped","18452","total-sales-closed","8278","total-employee-revenues","1266162","ATS-for-employee-sales","152.9550616090843","total-non-employee-revenues","101605","ATS-for-non-employee-sales","82.53858651502843","total-gross-revenues","1367767","total-labor-costs","136144.49999999997","cogs","683251","total-profits","684515.7","gross-margin","50","EPIs:","","total-earnings","27228.900000000005","total-hours-scheduled","1827.8000000000004","total-hours-worked","1815.2600000000002","total-idle-time","17628.4","total-misc-task-time","31208","total-productivity","49673.6","total-rest-time","14156.2","total-revenues","253232.4","total-tardy-time","2578.2","total-sales-closed","1655.6"
"KPI-EPI-lists company 0","134","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","26799","total-customers-helped","22567","total-sales-closed","10229","total-employee-revenues","1656495","ATS-for-employee-sales","161.94104995600742","total-non-employee-revenues","47674","ATS-for-non-employee-sales","82.48096885813149","total-gross-revenues","1704169","total-labor-costs","163504.65000000002","cogs","845172","total-profits","858996.7499999998","gross-margin","50.4","EPIs:","","total-earnings","32700.930000000004","total-hours-scheduled","2186.8599999999997","total-hours-worked","2180.0620000000004","total-idle-time","23920.8","total-misc-task-time","48032","total-productivity","47752.8","total-rest-time","16905.4","total-revenues","331299","total-tardy-time","1028","total-sales-closed","2045.8"
"KPI-EPI-lists company 1","134","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","27222","total-customers-helped","18599","total-sales-closed","8434","total-employee-revenues","1292285","ATS-for-employee-sales","153.22326298316338","total-non-employee-revenues","102101","ATS-for-non-employee-sales","82.40597255851493","total-gross-revenues","1394386","total-labor-costs","134402.09999999995","cogs","692157","total-profits","702229.5000000005","gross-margin","50.4","EPIs:","","total-earnings","26880.420000000002","total-hours-scheduled","1805.86","total-hours-worked","1792.0279999999998","total-idle-time","17231.6","total-misc-task-time","30625.8","total-productivity","49421.6","total-rest-time","13920.6","total-revenues","258457","total-tardy-time","2429.6","total-sales-closed","1686.8"
"KPI-EPI-lists company 0","135","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","27089","total-customers-helped","22964","total-sales-closed","10358","total-employee-revenues","1686724","ATS-for-employee-sales","162.84263371307202","total-non-employee-revenues","50134","ATS-for-non-employee-sales","81.78466557911909","total-gross-revenues","1736858","total-labor-costs","164584.05","cogs","859327","total-profits","877530.75","gross-margin","50.5","EPIs:","","total-earnings","32916.810000000005","total-hours-scheduled","2201.76","total-hours-worked","2194.454","total-idle-time","24341.2","total-misc-task-time","48537.2","total-productivity","47731.6","total-rest-time","17102.8","total-revenues","337344.8","total-tardy-time","1031.4","total-sales-closed","2071.6"
"KPI-EPI-lists company 1","135","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","26997","total-customers-helped","18741","total-sales-closed","8406","total-employee-revenues","1295399","ATS-for-employee-sales","154.10409231501308","total-non-employee-revenues","93002","ATS-for-non-employee-sales","82.44858156028369","total-gross-revenues","1388401","total-labor-costs","135018.14999999997","cogs","690379","total-profits","698022.4500000001","gross-margin","50.3","EPIs:","","total-earnings","27003.630000000005","total-hours-scheduled","1815.2400000000002","total-hours-worked","1800.2420000000002","total-idle-time","17373.6","total-misc-task-time","31307.2","total-productivity","49057.4","total-rest-time","13974.4","total-revenues","259079.8","total-tardy-time","2325.8","total-sales-closed","1681.2"
"KPI-EPI-lists company 0","136","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","26826","total-customers-helped","22592","total-sales-closed","10072","total-employee-revenues","1634215","ATS-for-employee-sales","162.2532764098491","total-non-employee-revenues","49300","ATS-for-non-employee-sales","82.57956448911223","total-gross-revenues","1683515","total-labor-costs","164146.49999999997","cogs","837553","total-profits","845962.4999999999","gross-margin","50.2","EPIs:","","total-earnings","32829.3","total-hours-scheduled","2196.219999999999","total-hours-worked","2188.6199999999994","total-idle-time","24007.6","total-misc-task-time","48116.6","total-productivity","48105.8","total-rest-time","16905","total-revenues","326843","total-tardy-time","1109.2","total-sales-closed","2014.4"
"KPI-EPI-lists company 1","136","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","27095","total-customers-helped","19467","total-sales-closed","8658","total-employee-revenues","1352443","ATS-for-employee-sales","156.2073227073227","total-non-employee-revenues","88344","ATS-for-non-employee-sales","82.56448598130841","total-gross-revenues","1440787","total-labor-costs","135191.54999999993","cogs","711506","total-profits","729280.6499999996","gross-margin","50.6","EPIs:","","total-earnings","27038.310000000005","total-hours-scheduled","1813.2400000000002","total-hours-worked","1802.5539999999996","total-idle-time","17169.2","total-misc-task-time","31988.4","total-productivity","48719.6","total-rest-time","14032.2","total-revenues","270488.6","total-tardy-time","1983.8","total-sales-closed","1731.6"
"KPI-EPI-lists company 0","137","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","26899","total-customers-helped","22741","total-sales-closed","10258","total-employee-revenues","1664483","ATS-for-employee-sales","162.26194189900565","total-non-employee-revenues","49623","ATS-for-non-employee-sales","82.15728476821192","total-gross-revenues","1714106","total-labor-costs","163734.30000000008","cogs","849377","total-profits","864729.3000000012","gross-margin","50.4","EPIs:","","total-earnings","32746.860000000004","total-hours-scheduled","2189.96","total-hours-worked","2183.1240000000003","total-idle-time","24063","total-misc-task-time","47757.4","total-productivity","48065.8","total-rest-time","16925.6","total-revenues","332896.6","total-tardy-time","990.4","total-sales-closed","2051.6"
"KPI-EPI-lists company 1","137","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","26997","total-customers-helped","19255","total-sales-closed","8682","total-employee-revenues","1347324","ATS-for-employee-sales","155.1859018659295","total-non-employee-revenues","95037","ATS-for-non-employee-sales","83.00174672489084","total-gross-revenues","1442361","total-labor-costs","138933.3","cogs","715878","total-profits","726483.2999999999","gross-margin","50.4","EPIs:","","total-earnings","27786.660000000003","total-hours-scheduled","1863.660000000001","total-hours-worked","1852.4440000000002","total-idle-time","17964.4","total-misc-task-time","33953.4","total-productivity","48879.4","total-rest-time","14321.2","total-revenues","269464.8","total-tardy-time","2153","total-sales-closed","1736.4"
"KPI-EPI-lists company 0","138","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","27135","total-customers-helped","22903","total-sales-closed","10259","total-employee-revenues","1660124","ATS-for-employee-sales","161.8212301393898","total-non-employee-revenues","50532","ATS-for-non-employee-sales","82.29967426710098","total-gross-revenues","1710656","total-labor-costs","165529.35","cogs","849792","total-profits","860864.2499999992","gross-margin","50.3","EPIs:","","total-earnings","33105.87000000001","total-hours-scheduled","2214.66","total-hours-worked","2207.058","total-idle-time","24011.2","total-misc-task-time","48300.4","total-productivity","48826.6","total-rest-time","17114.8","total-revenues","332024.8","total-tardy-time","1124.2","total-sales-closed","2051.8"
"KPI-EPI-lists company 1","138","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","26741","total-customers-helped","18435","total-sales-closed","8276","total-employee-revenues","1267752","ATS-for-employee-sales","153.18414693088448","total-non-employee-revenues","91096","ATS-for-non-employee-sales","82.36528028933093","total-gross-revenues","1358848","total-labor-costs","135945.4499999999","cogs","679485","total-profits","679363.3499999996","gross-margin","50","EPIs:","","total-earnings","27189.090000000004","total-hours-scheduled","1823.56","total-hours-worked","1812.6060000000002","total-idle-time","17706.2","total-misc-task-time","31959.2","total-productivity","48733.2","total-rest-time","14141.6","total-revenues","253550.4","total-tardy-time","2329.8","total-sales-closed","1655.2"
"KPI-EPI-lists company 0","139","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","26847","total-customers-helped","22758","total-sales-closed","10287","total-employee-revenues","1667937","ATS-for-employee-sales","162.14027413240012","total-non-employee-revenues","49034","ATS-for-non-employee-sales","81.85976627712854","total-gross-revenues","1716971","total-labor-costs","164828.39999999997","cogs","851617","total-profits","865354.2000000002","gross-margin","50.4","EPIs:","","total-earnings","32965.68000000001","total-hours-scheduled","2205.0399999999995","total-hours-worked","2197.711999999999","total-idle-time","23951.6","total-misc-task-time","48339.8","total-productivity","48272.6","total-rest-time","17085.6","total-revenues","333587.4","total-tardy-time","1151.2","total-sales-closed","2057.4"
"KPI-EPI-lists company 1","139","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","26969","total-customers-helped","18793","total-sales-closed","8405","total-employee-revenues","1294659","ATS-for-employee-sales","154.03438429506247","total-non-employee-revenues","96281","ATS-for-non-employee-sales","82.50299914310197","total-gross-revenues","1390940","total-labor-costs","138437.24999999994","cogs","694813","total-profits","696126.7499999999","gross-margin","50","EPIs:","","total-earnings","27687.450000000004","total-hours-scheduled","1859.0200000000004","total-hours-worked","1845.8300000000004","total-idle-time","17913.4","total-misc-task-time","32662.2","total-productivity","49674.4","total-rest-time","14362.8","total-revenues","258931.8","total-tardy-time","2305.8","total-sales-closed","1681"
"KPI-EPI-lists company 0","140","false","365","30","true","0.1","false","false","false","true","366","name","Fashion1","total-customer-visits","27052","total-customers-helped","22607","total-sales-closed","10024","total-employee-revenues","1625059","ATS-for-employee-sales","162.1168196328811","total-non-employee-revenues","49321","ATS-for-non-employee-sales","82.0648918469218","total-gross-revenues","1674380","total-labor-costs","163267.05000000008","cogs","833019","total-profits","841360.9499999996","gross-margin","50.2","EPIs:","","total-earnings","32653.410000000003","total-hours-scheduled","2184.3600000000006","total-hours-worked","2176.8940000000007","total-idle-time","23713.8","total-misc-task-time","47432.6","total-productivity","48368.8","total-rest-time","16778.8","total-revenues","325011.8","total-tardy-time","1149.8","total-sales-closed","2004.8"
"KPI-EPI-lists company 1","140","false","365","30","true","0.1","false","false","false","true","366","name","Fashion2","total-customer-visits","26865","total-customers-helped","18347","total-sales-closed","8239","total-employee-revenues","1260901","ATS-for-employee-sales","153.04053890035198","total-non-employee-revenues","95928","ATS-for-non-employee-sales","82.41237113402062","total-gross-revenues","1356829","total-labor-costs","135610.05000000002","cogs","678342","total-profits","678487.35","gross-margin","50","EPIs:","","total-earnings","27122.010000000002","total-hours-scheduled","1819.1799999999998","total-hours-worked","1808.134","total-idle-time","17616.8","total-misc-task-time","31718.4","total-productivity","48860.6","total-rest-time","14042","total-revenues","252180.2","total-tardy-time","2161.6","total-sales-closed","1647.8"
"KPI-EPI-lists company 0","141","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","27059","total-customers-helped","22927","total-sales-closed","10398","total-employee-revenues","1684584","ATS-for-employee-sales","162.01038661281015","total-non-employee-revenues","51179","ATS-for-non-employee-sales","82.41384863123993","total-gross-revenues","1735763","total-labor-costs","164977.20000000004","cogs","859282","total-profits","876480.6000000006","gross-margin","50.5","EPIs:","","total-earnings","32995.44","total-hours-scheduled","2206.9199999999996","total-hours-worked","2199.696","total-idle-time","23954","total-misc-task-time","48091.2","total-productivity","48623","total-rest-time","17113.4","total-revenues","336916.8","total-tardy-time","1049.4","total-sales-closed","2079.6"
"KPI-EPI-lists company 1","141","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26994","total-customers-helped","17596","total-sales-closed","7985","total-employee-revenues","1198991","ATS-for-employee-sales","150.1554164057608","total-non-employee-revenues","111920","ATS-for-non-employee-sales","82.29411764705883","total-gross-revenues","1310911","total-labor-costs","134690.99999999994","cogs","659055","total-profits","651855.6000000001","gross-margin","49.7","EPIs:","","total-earnings","26938.2","total-hours-scheduled","1812.3400000000001","total-hours-worked","1795.8799999999999","total-idle-time","17484.2","total-misc-task-time","29256.4","total-productivity","50357","total-rest-time","14156.4","total-revenues","239798.2","total-tardy-time","3034.6","total-sales-closed","1597"
"KPI-EPI-lists company 0","142","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","26937","total-customers-helped","22953","total-sales-closed","10465","total-employee-revenues","1709455","ATS-for-employee-sales","163.34973721930243","total-non-employee-revenues","45372","ATS-for-non-employee-sales","82.64480874316939","total-gross-revenues","1754827","total-labor-costs","164381.69999999998","cogs","866313","total-profits","888514.5000000001","gross-margin","50.6","EPIs:","","total-earnings","32876.34000000001","total-hours-scheduled","2198.5","total-hours-worked","2191.7560000000003","total-idle-time","24220.2","total-misc-task-time","48577.8","total-productivity","47619","total-rest-time","17106.8","total-revenues","341891","total-tardy-time","929.8","total-sales-closed","2093"
"KPI-EPI-lists company 1","142","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","27032","total-customers-helped","17581","total-sales-closed","7844","total-employee-revenues","1175789","ATS-for-employee-sales","149.89660887302398","total-non-employee-revenues","107237","ATS-for-non-employee-sales","82.68080185042406","total-gross-revenues","1283026","total-labor-costs","134412.59999999998","cogs","647623","total-profits","635402.9999999999","gross-margin","49.5","EPIs:","","total-earnings","26882.52","total-hours-scheduled","1808.520000000001","total-hours-worked","1792.1680000000003","total-idle-time","17476.8","total-misc-task-time","29229","total-productivity","50297","total-rest-time","14048","total-revenues","235157.8","total-tardy-time","2883","total-sales-closed","1568.8"
"KPI-EPI-lists company 0","143","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","26908","total-customers-helped","22545","total-sales-closed","10219","total-employee-revenues","1654378","ATS-for-employee-sales","161.8923573735199","total-non-employee-revenues","49291","ATS-for-non-employee-sales","82.28881469115191","total-gross-revenues","1703669","total-labor-costs","164200.50000000003","cogs","845668","total-profits","858000.8999999996","gross-margin","50.4","EPIs:","","total-earnings","32840.100000000006","total-hours-scheduled","2196.5600000000013","total-hours-worked","2189.340000000001","total-idle-time","24186.6","total-misc-task-time","47813.4","total-productivity","48331.2","total-rest-time","16898.6","total-revenues","330875.6","total-tardy-time","1157.8","total-sales-closed","2043.8"
"KPI-EPI-lists company 1","143","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26769","total-customers-helped","17721","total-sales-closed","7962","total-employee-revenues","1197319","ATS-for-employee-sales","150.37917608641044","total-non-employee-revenues","102639","ATS-for-non-employee-sales","82.57361222847949","total-gross-revenues","1299958","total-labor-costs","136783.94999999995","cogs","656767","total-profits","643190.8499999999","gross-margin","49.5","EPIs:","","total-earnings","27356.789999999997","total-hours-scheduled","1839.6800000000003","total-hours-worked","1823.7860000000005","total-idle-time","17765.4","total-misc-task-time","30219.6","total-productivity","50731.8","total-rest-time","14369.4","total-revenues","239463.8","total-tardy-time","2722","total-sales-closed","1592.4"
"KPI-EPI-lists company 0","144","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","27010","total-customers-helped","22368","total-sales-closed","10059","total-employee-revenues","1613791","ATS-for-employee-sales","160.43254796699472","total-non-employee-revenues","55607","ATS-for-non-employee-sales","81.53519061583577","total-gross-revenues","1669398","total-labor-costs","164688.75","cogs","832448","total-profits","836950.0499999995","gross-margin","50.1","EPIs:","","total-earnings","32937.75","total-hours-scheduled","2203.840000000001","total-hours-worked","2195.850000000001","total-idle-time","23784.4","total-misc-task-time","47246.4","total-productivity","49551.8","total-rest-time","16773.6","total-revenues","322758.2","total-tardy-time","1275.8","total-sales-closed","2011.8"
"KPI-EPI-lists company 1","144","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26987","total-customers-helped","17350","total-sales-closed","7791","total-employee-revenues","1160828","ATS-for-employee-sales","148.9960210499294","total-non-employee-revenues","110800","ATS-for-non-employee-sales","82.8101644245142","total-gross-revenues","1271628","total-labor-costs","136180.64999999997","cogs","644832","total-profits","626796.1499999999","gross-margin","49.3","EPIs:","","total-earnings","27236.129999999997","total-hours-scheduled","1833.5999999999997","total-hours-worked","1815.7419999999997","total-idle-time","18075.8","total-misc-task-time","28826.6","total-productivity","51334.8","total-rest-time","14337.2","total-revenues","232165.6","total-tardy-time","3249.2","total-sales-closed","1558.2"
"KPI-EPI-lists company 0","145","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","27076","total-customers-helped","22825","total-sales-closed","10204","total-employee-revenues","1656363","ATS-for-employee-sales","162.3248725989808","total-non-employee-revenues","45646","ATS-for-non-employee-sales","82.54249547920433","total-gross-revenues","1702009","total-labor-costs","163525.94999999992","cogs","844330","total-profits","857679.4499999998","gross-margin","50.4","EPIs:","","total-earnings","32705.190000000002","total-hours-scheduled","2187.0199999999995","total-hours-worked","2180.346","total-idle-time","23718","total-misc-task-time","47241.2","total-productivity","48600.6","total-rest-time","16944.8","total-revenues","331272.6","total-tardy-time","1120","total-sales-closed","2040.8"
"KPI-EPI-lists company 1","145","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26900","total-customers-helped","17130","total-sales-closed","7698","total-employee-revenues","1144199","ATS-for-employee-sales","148.63587944920758","total-non-employee-revenues","109717","ATS-for-non-employee-sales","82.74283559577677","total-gross-revenues","1253916","total-labor-costs","134077.79999999993","cogs","635644","total-profits","618271.8000000004","gross-margin","49.3","EPIs:","","total-earnings","26815.560000000005","total-hours-scheduled","1805.2800000000007","total-hours-worked","1787.7040000000009","total-idle-time","17433.6","total-misc-task-time","28428.8","total-productivity","50668","total-rest-time","14247.8","total-revenues","228839.8","total-tardy-time","3225.2","total-sales-closed","1539.6"
"KPI-EPI-lists company 0","146","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","27049","total-customers-helped","22704","total-sales-closed","10237","total-employee-revenues","1655177","ATS-for-employee-sales","161.68574777766923","total-non-employee-revenues","52876","ATS-for-non-employee-sales","81.72488408037094","total-gross-revenues","1708053","total-labor-costs","163867.65","cogs","847089","total-profits","860964.1500000001","gross-margin","50.4","EPIs:","","total-earnings","32773.530000000006","total-hours-scheduled","2192.0199999999995","total-hours-worked","2184.901999999999","total-idle-time","23820","total-misc-task-time","47728.4","total-productivity","48358","total-rest-time","16928.4","total-revenues","331035.4","total-tardy-time","1119","total-sales-closed","2047.4"
"KPI-EPI-lists company 1","146","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26948","total-customers-helped","17627","total-sales-closed","8000","total-employee-revenues","1201856","ATS-for-employee-sales","150.232","total-non-employee-revenues","111489","ATS-for-non-employee-sales","82.70697329376854","total-gross-revenues","1313345","total-labor-costs","134786.24999999994","cogs","660124","total-profits","653220.7499999999","gross-margin","49.7","EPIs:","","total-earnings","26957.250000000007","total-hours-scheduled","1812.94","total-hours-worked","1797.1499999999996","total-idle-time","17547.2","total-misc-task-time","29830.2","total-productivity","49936","total-rest-time","14133","total-revenues","240371.2","total-tardy-time","2957.4","total-sales-closed","1600"
"KPI-EPI-lists company 0","147","false","365","30","true","0.15","false","false","false","true","366","name","Fashion1","total-customer-visits","27016","total-customers-helped","22884","total-sales-closed","10362","total-employee-revenues","1681029","ATS-for-employee-sales","162.2301679212507","total-non-employee-revenues","45070","ATS-for-non-employee-sales","81.35379061371842","total-gross-revenues","1726099","total-labor-costs","164231.85","cogs","854671","total-profits","871427.5500000002","gross-margin","50.5","EPIs:","","total-earnings","32846.37","total-hours-scheduled","2196.52","total-hours-worked","2189.7579999999994","total-idle-time","23864","total-misc-task-time","48138.8","total-productivity","48253.8","total-rest-time","16908.4","total-revenues","336205.8","total-tardy-time","1045.6","total-sales-closed","2072.4"
"KPI-EPI-lists company 1","147","false","365","30","true","0.15","false","false","false","true","366","name","Fashion2","total-customer-visits","26756","total-customers-helped","17374","total-sales-closed","7837","total-employee-revenues","1164823","ATS-for-employee-sales","148.63123644251627","total-non-employee-revenues","105499","ATS-for-non-employee-sales","82.6147220046985","total-gross-revenues","1270322","total-labor-costs","134833.19999999998","cogs","642962","total-profits","627360.0000000005","gross-margin","49.4","EPIs:","","total-earnings","26966.640000000003","total-hours-scheduled","1814.2","total-hours-worked","1797.7760000000003","total-idle-time","17520.2","total-misc-task-time","29264.8","total-productivity","50485.4","total-rest-time","14142.4","total-revenues","232964.6","total-tardy-time","3091.4","total-sales-closed","1567.4"
